0.614052	0.087102	0.189718
0.525192	0.203614	0.235190
0.395281	0.860386	0.001682
0.354205	0.680510	0.455496
0.805038	0.375514	0.942708
0.099337	0.562698	0.204600
0.321344	0.517003	0.187885
0.897032	0.325705	0.448390
0.075290	0.703367	0.304721
0.601044	0.454904	0.865571
0.871962	0.310108	0.300278
0.883502	0.862208	0.305842
0.850449	0.941140	0.381499
0.790742	0.923770	0.465475
0.620570	0.550191	0.546010
0.879951	0.242653	0.559152
0.731461	0.077808	0.130321
0.276114	0.552915	0.701454
0.953081	0.679463	0.063100
0.041433	0.740911	0.895639
0.761512	0.506605	0.249900
0.888341	0.186469	0.643763
0.844363	0.954997	0.238241
0.594523	0.058480	0.394625
0.857333	0.030282	0.122882
0.826758	0.764884	0.458703
0.864662	0.788355	0.116052
0.362497	0.670123	0.913720
0.388193	0.953690	0.105508
0.276990	0.334317	0.017783
0.915655	0.646320	0.029166
0.282555	0.387845	0.469080
0.741456	0.453309	0.907309
0.746802	0.022906	0.622817
0.606073	0.510756	0.138441
0.842832	0.278295	0.989709
0.194253	0.136742	0.346587
0.328789	0.004580	0.102317
0.982161	0.161337	0.503468
0.740165	0.694968	0.604061
0.876679	0.329390	0.089565
0.810970	0.296164	0.955915
0.744936	0.976692	0.045714
0.471307	0.549702	0.457527
0.297797	0.748108	0.351677
0.417495	0.769310	0.364389
0.231634	0.936864	0.517805
0.582037	0.605255	0.445660
0.184293	0.557630	0.031439
0.654726	0.611701	0.474187
0.750646	0.083440	0.787249
0.858464	0.669427	0.054282
0.200592	0.193224	0.312484
0.477701	0.157941	0.103432
0.050924	0.853296	0.235906
0.219772	0.505370	0.132521
0.033964	0.328519	0.858733
0.768308	0.902057	0.742342
0.646798	0.046093	0.400787
0.888287	0.621194	0.026141
0.705251	0.363866	0.853618
0.612672	0.738978	0.456838
0.519122	0.024958	0.116814
0.203345	0.444329	0.455606
0.208590	0.909947	0.665147
0.440665	0.265822	0.478619
0.000590	0.650808	0.982249
0.795787	0.506514	0.627224
0.978374	0.433864	0.038083
0.655293	0.464788	0.835353
0.588684	0.153732	0.547855
0.388006	0.613653	0.559694
0.019876	0.823485	0.346325
0.822577	0.589306	0.016243
0.521876	0.920647	0.975951
0.210657	0.326466	0.076590
0.250871	0.982611	0.344299
0.575391	0.120656	0.190116
0.370388	0.059446	0.859047
0.786044	0.371404	0.110405
0.931510	0.171799	0.623619
0.208501	0.392209	0.328932
0.538487	0.981470	0.191341
0.317600	0.909808	0.052994
0.277864	0.813666	0.233310
0.914224	0.567853	0.447052
0.893552	0.808438	0.460406
0.210677	0.191009	0.835188
0.710800	0.532802	0.990017
0.381614	0.897147	0.972522
0.706740	0.120395	0.057356
0.811789	0.009775	0.465577
0.657379	0.963578	0.686356
0.954732	0.407088	0.941552
0.032614	0.954336	0.518444
0.929104	0.425418	0.562788
0.935185	0.744938	0.299036
0.941902	0.046086	0.977146
0.607456	0.783749	0.705243
0.690237	0.546195	0.024461
0.346376	0.206845	0.278132
0.105851	0.963450	0.234236
0.436034	0.602906	0.016393
0.774770	0.075944	0.610189
0.694483	0.887239	0.877231
0.759706	0.998763	0.583798
0.780500	0.890687	0.925887
0.259065	0.057357	0.953194
0.368756	0.626395	0.659961
0.919368	0.212733	0.319609
0.163128	0.415664	0.966296
0.920840	0.085283	0.987716
0.699572	0.650289	0.719428
0.256066	0.469020	0.034398
0.611963	0.353026	0.011193
0.388492	0.489845	0.599249
0.461879	0.591269	0.038833
0.916616	0.390870	0.540833
0.490947	0.860700	0.315203
0.919627	0.920111	0.077818
0.117856	0.630359	0.518159
0.276473	0.542585	0.460628
0.495431	0.675735	0.762945
0.997482	0.664434	0.578616
0.861973	0.193593	0.461612
0.007272	0.772263	0.485227
0.986886	0.480171	0.348622
0.118433	0.626570	0.679236
0.669324	0.460096	0.126126
0.033030	0.536161	0.440779
0.959887	0.020050	0.199242
0.459693	0.276633	0.691966
0.678858	0.467224	0.101221
0.635607	0.050758	0.773577
0.754821	0.730253	0.487580
0.122001	0.799280	0.623389
0.310097	0.590601	0.330219
0.387187	0.986319	0.977665
0.496091	0.981954	0.634823
0.028616	0.705492	0.184641
0.375716	0.117174	0.399280
0.704148	0.665386	0.656838
0.449277	0.481224	0.076175
0.056314	0.369858	0.472994
0.464467	0.117104	0.007589
0.069530	0.287205	0.369038
0.476392	0.854061	0.094323
0.862946	0.458570	0.197156
0.647709	0.171249	0.739808
0.679814	0.494443	0.532664
0.929590	0.915160	0.142223
0.836831	0.210902	0.470924
0.297110	0.190451	0.474917
0.276830	0.183390	0.979000
0.056690	0.991341	0.094745
0.826071	0.185983	0.679217
0.692932	0.085878	0.115155
0.136999	0.787160	0.142453
0.636178	0.870145	0.386726
0.190191	0.878380	0.438912
0.908944	0.096853	0.029724
0.053600	0.504285	0.101191
0.546754	0.938390	0.787599
0.635260	0.024645	0.644715
0.147873	0.808003	0.217565
0.657183	0.591302	0.184038
0.890575	0.031257	0.673379
0.757885	0.344678	0.798319
0.307634	0.639300	0.522696
0.969462	0.365653	0.831552
0.450045	0.763794	0.220859
0.007700	0.695658	0.193393
0.404828	0.805784	0.667639
0.325120	0.981536	0.767698
0.673578	0.740287	0.586567
0.265101	0.217143	0.681581
0.966259	0.957197	0.920994
0.669983	0.664124	0.722000
0.932909	0.115938	0.918333
0.555669	0.505553	0.820002
0.863238	0.677170	0.766747
0.671114	0.059762	0.336197
0.272318	0.599276	0.347268
0.901242	0.291345	0.755026
0.634421	0.705523	0.991784
0.629928	0.678204	0.042819
0.824209	0.923909	0.809648
0.914207	0.712695	0.870867
0.314811	0.509049	0.068034
0.912117	0.758973	0.842672
0.358176	0.865228	0.552173
0.727214	0.385892	0.299921
0.852889	0.023679	0.158795
0.351536	0.241472	0.108504
0.794704	0.958589	0.144917
0.952649	0.727655	0.685747
0.218871	0.617392	0.304958
0.160386	0.107129	0.190657
0.244647	0.813887	0.720459
0.105822	0.404615	0.675198
0.044946	0.764094	0.440520
0.696580	0.833791	0.488805
0.712165	0.694366	0.476642
0.503842	0.759702	0.365554
0.207047	0.113089	0.873191
0.095272	0.440710	0.931866
0.655034	0.624799	0.673869
0.031852	0.707021	0.706453
0.107110	0.288501	0.624655
0.843086	0.818148	0.499814
0.385745	0.502670	0.887262
0.206838	0.750892	0.271374
0.741664	0.559275	0.887033
0.543229	0.204192	0.722970
0.636593	0.556827	0.614054
0.257694	0.442388	0.002158
0.286719	0.634159	0.840418
0.081996	0.957010	0.242652
0.659500	0.439094	0.028409
0.795015	0.299783	0.013769
0.834325	0.999268	0.494910
0.512747	0.891883	0.640671
0.895464	0.347234	0.808876
0.020904	0.513039	0.357810
0.439010	0.666782	0.990765
0.823400	0.311707	0.926397
0.656619	0.051639	0.967248
0.399511	0.023470	0.177386
0.640740	0.561684	0.778972
0.083465	0.615372	0.085723
0.164398	0.017307	0.230135
0.488265	0.297304	0.032532
0.653165	0.740581	0.135112
0.241884	0.275535	0.131135
0.967651	0.703147	0.080943
0.603014	0.645745	0.735427
0.462472	0.691298	0.551573
0.939368	0.544991	0.899296
0.869565	0.491786	0.308983
0.557254	0.951578	0.103413
0.597657	0.722544	0.330980
0.302821	0.222074	0.726080
0.691703	0.511268	0.596599
0.422220	0.108098	0.571813
0.566278	0.146030	0.564908
0.976872	0.095500	0.596988
0.745608	0.595390	0.003648
0.476003	0.575770	0.406343
